"Statistic Label","Year","Sex","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2022","Both sexes","Education (P)","Euro","829.61"
"Median Weekly Earnings","2022","Both sexes","Human health and social work activities (Q)","Euro","703.01"
"Median Weekly Earnings","2022","Both sexes","Industry (B to E)","Euro","800.11"
"Median Weekly Earnings","2022","Both sexes","Financial, insurance and real estate activities (K,L)","Euro","942.45"
"Median Weekly Earnings","2022","Both sexes","Arts, entertainment, recreation and other service activities (R,S)","Euro","409.62"
"Median Weekly Earnings","2022","Male","All NACE economic sectors","Euro","741.86"
"Median Weekly Earnings","2022","Male","Construction (F)","Euro","738.45"
"Median Weekly Earnings","2022","Male","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","595.2"
"Median Weekly Earnings","2022","Male","Transportation and storage (H)","Euro","717.08"
"Median Weekly Earnings","2022","Male","Accommodation and food service activities (I)","Euro","408.8"
"Median Weekly Earnings","2022","Male","Information and communication (J)","Euro","1384.62"
"Median Weekly Earnings","2022","Male","Professional, scientific and technical activities (M)","Euro","928.91"
"Median Weekly Earnings","2022","Male","Administrative and support service activities (N)","Euro","631.94"
"Median Weekly Earnings","2022","Male","Public administration and defence; compulsory social security (O)","Euro","972.65"
"Median Weekly Earnings","2022","Male","Education (P)","Euro","935"
"Median Weekly Earnings","2022","Male","Human health and social work activities (Q)","Euro","750.14"
"Median Weekly Earnings","2022","Male","Industry (B to E)","Euro","833.57"
"Median Weekly Earnings","2022","Male","Financial, insurance and real estate activities (K,L)","Euro","1133.42"
"Median Weekly Earnings","2022","Male","Arts, entertainment, recreation and other service activities (R,S)","Euro","477.43"
"Median Weekly Earnings","2022","Female","All NACE economic sectors","Euro","592.92"
"Median Weekly Earnings","2022","Female","Construction (F)","Euro","510.68"
"Median Weekly Earnings","2022","Female","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","411.23"
"Median Weekly Earnings","2022","Female","Transportation and storage (H)","Euro","631.97"
"Median Weekly Earnings","2022","Female","Accommodation and food service activities (I)","Euro","303.27"
"Median Weekly Earnings","2022","Female","Information and communication (J)","Euro","1087.78"
"Median Weekly Earnings","2022","Female","Professional, scientific and technical activities (M)","Euro","704.14"
"Median Weekly Earnings","2022","Female","Administrative and support service activities (N)","Euro","498.47"
"Median Weekly Earnings","2022","Female","Public administration and defence; compulsory social security (O)","Euro","874.57"
"Median Weekly Earnings","2022","Female","Education (P)","Euro","811.73"
"Median Weekly Earnings","2022","Female","Human health and social work activities (Q)","Euro","690.38"
"Median Weekly Earnings","2022","Female","Industry (B to E)","Euro","717.64"
"Median Weekly Earnings","2022","Female","Financial, insurance and real estate activities (K,L)","Euro","810.91"
"Median Weekly Earnings","2022","Female","Arts, entertainment, recreation and other service activities (R,S)","Euro","375.08"
